session_id,target
1,0.08690460589640342
2,0.00307365479761251
3,0.003498080913917769
4,0.09913936759862825
5,0.07452687904917185
6,0.11183488124794701
7,0.04547709467993505
8,0.0006828318902060038
9,0.10653154508891072
10,0.09850638601207551
11,0.09133344866832223
12,0.060608840752717934
13,0.02004853984073902
14,0.004993605496439188
15,0.022958294388488586
16,0.09434746007999482
17,1.4825188000008931e-16
18,0.08737724264799446
19,0.002681312851818067
20,0.0011593657347044445
21,0.05498252347039224
22,4.7589490963645215e-29
23,7.480038157207666e-05
24,0.06762250251597655
25,0.11583723090258449
26,0.06077939324755583
27,0.07415854512726894
28,0.006484456553322946
29,0.027901027090066415
30,0.03101327917971396
31,1.4247178968814291e-15
32,0.060668940999881744
33,0.058457373263323835
34,1.0307054096089831e-34
35,0.10703729195267252
36,1.3054496376818244e-29
37,3.900653985170689e-06
38,7.215416313700388e-05
39,0.008436901524979855
40,0.08343998642429253
41,0.0011633416346061639
42,0.0188189439192143
43,0.09136188748339556
44,1.073443703942773e-06
45,4.653387918522167e-06
46,0.013644241298776269
47,0.08789623445481524
48,0.04160142314223295
49,0.01834476661581597
50,0.021060078548817227
51,0.07726170510184442
52,0.08736292218253017
53,0.11015954669253593
54,1.527513098689493e-13
55,0.0013841109631614473
56,0.06251448313854122
57,0.0717002682994544
58,0.0005758278573606904
59,0.045408182641371315
60,1.1517781565003002e-10
61,0.008443510313261918
62,0.014857560393715353
63,0.051594494249672995
64,0.039824550156716806
65,0.02608793590637215
66,0.009199017765315435
67,0.0689214466739077
68,0.053341364650033356
69,0.11568950688105915
70,0.11117147926593818
71,3.0198351913771137e-07
72,0.05144988452713863
73,0.031366230797340806
74,0.0006856180933177113
75,0.011872468112689835
76,0.01415523600979041
77,1.689957524691372e-05
78,0.055426068035610225
79,0.11953642130697967
80,0.03917741298874314
81,0.03832543539479465
82,0.1795868415226995
83,0.0018913295584673906
84,0.034995472537655885
85,0.001722934288455091
86,0.0024611186050393493
87,0.0006525194482530142
88,0.01192905582186134
89,5.455088269047461e-10
90,0.10586690228103537
91,0.0987824279843937
92,0.09396652782135072
93,0.007037093789411444
94,0.10230543246546007
95,0.01741436397303495
96,0.002461099539740826
97,0.06887080625646873
98,3.3254494042889957e-13
99,0.00014002484103372
100,0.03816326749326167
101,0.10238121391570093
102,0.026815813285302595
103,0.10640769860847821
104,0.09751266096459232
105,1.7186288506976205e-30
106,0.10641063939152916
107,0.03050183435601569
108,2.3757800128730675e-11
109,0.022753689359938135
110,5.331699089449801e-20
111,8.576050254861732e-05
112,6.898484342167154e-05
113,0.00398397575222374
114,0.08382643578119663
115,0.02965575049880483
116,2.815407338329921e-26
117,0.0940417087606582
118,4.3038349033548095e-15
119,0.06867304083492481
120,0.01849137915944583
121,0.11036656389771707
122,0.0001672615750828232
123,0.07774790981466172
124,7.940656799648362e-07
125,0.07169175711325088
126,0.001651412400734835
127,0.035072783198597066
128,0.050274602521779545
129,0.07713281614109738
130,0.03183290972050866
131,0.05350827695564558
132,0.06094653671727747
133,0.046536957082143976
134,0.04726920815209207
135,7.612180604363878e-07
136,0.007041099596600139
137,0.08676527130922174
138,0.06260113622303362
139,0.0012707093794515811
140,0.10717374031786245
141,0.002690995721505199
142,0.0001719866944423198
143,0.013539941875419865
144,0.10617010320529705
