session_id,target
1,0.0003285640632415875
2,2.852905792620595e-06
3,9.310288347527973e-07
4,6.400584169122044e-07
5,0.00019883055307020646
6,7.079091306238598e-05
7,0.0029400716264102902
8,0.0018538367869530912
9,0.00013319686856679382
10,0.003156342816862438
11,0.00012457802315073962
12,1.641712446149675e-05
13,7.943622624316297e-05
14,0.02229258684545649
15,0.0009111080425536251
16,0.0003704375058150292
17,0.02080928120113901
18,1.4592473439812058e-05
19,0.002477111780741642
20,2.0421950684873895e-06
21,0.03478339405283746
22,3.361420613328474e-05
23,0.0002682445199779421
24,0.011891765232643278
25,0.07976998314094634
26,1.0322608374518484e-05
27,0.00014082564344304756
28,8.471012311179363e-07
29,0.020572954550677675
30,0.0015430896175814284
31,0.027850227446273898
32,0.01724150711034695
33,0.00012903427734337405
34,1.6620356536394446e-05
35,0.018902242283539324
36,0.0006331861215693994
37,8.276291147579694e-08
38,2.877286325289072e-06
39,0.00041985367274046417
40,1.1243323704147179e-05
41,0.0017671611441457296
42,0.006545633027429522
43,0.00010011318554862418
44,0.00011332718096523896
45,0.13997771568527848
46,0.00023453682132807587
47,0.0003537681477168518
48,6.585547503987832e-05
49,0.00025435432464402584
50,8.121273666259697e-06
51,2.4311103166992714e-07
52,0.00011236555576784852
53,0.022865040778195036
54,0.0007714954369272733
55,0.00040310118569844886
56,0.02004974690429481
57,1.6031111404122553e-06
58,1.8442886456373987e-05
59,2.1250603516493706e-05
60,2.6501514440582146e-06
61,8.621076767555214e-06
62,0.00024355970359786597
63,1.4695717494726763e-05
64,0.0005917963236010884
65,1.1157912472843696e-05
66,6.0775451723532e-06
67,0.00016198646012572458
68,0.0016910392083483345
69,0.05701192675845404
70,4.797413128751583e-05
71,0.00163309403304526
72,0.0005378454381618176
73,0.17344343922270103
74,7.29050033137318e-05
75,0.00021748030577826562
76,0.002357550045824039
77,0.0018508904240367833
78,0.0048822848465154296
79,0.0001435246842152568
80,8.879933031971956e-06
81,1.2738160586135305e-05
82,0.0015455586705938145
83,1.2466169868357912e-06
84,0.4800743599602047
85,0.0001547531479450137
86,6.108823744358802e-06
87,0.00611612808079463
88,0.0012625499138718143
89,0.002143012372338248
90,0.052417976032795015
91,3.534965618854982e-05
92,5.361323222473489e-06
93,0.046168640498159545
94,0.00017724236847609117
95,0.09253842126597212
96,3.1432253711925857e-06
97,0.0013478097055318107
98,2.4856571803791437e-05
99,1.987552408970252e-05
100,0.00018937601156274417
101,5.5382030699088975e-05
102,0.1251150132800482
103,0.00020161976210143095
104,0.0002851187765792094
105,0.00017191932118202282
106,6.023402279279692e-05
107,0.014624174687517264
108,0.0001801508959326724
109,7.168927523105585e-06
110,1.9463174759015222e-05
111,0.0006260141339726918
112,5.398819666651592e-07
113,0.0005992912325795657
114,2.7750947216347675e-06
115,3.9409717118959336e-05
116,3.668572493873052e-05
117,0.0002070667013146218
118,0.006083301809243737
119,0.0002761439538407188
120,0.001139664218774514
121,1.9492371804494594e-05
122,3.152514258582582e-05
123,5.761206150601604e-05
124,0.00026999186961375397
125,0.0021011546669792995
126,2.8786995757912646e-06
127,1.353541758957008e-06
128,5.518900295850656e-05
129,0.004633268142878929
130,0.005926113093186494
131,0.00023501039313869606
132,0.003423861744904208
133,0.0027577386076945436
134,5.061048367711731e-05
135,2.964778987352192e-06
136,0.0011345589965604073
137,6.883799721615921e-05
138,0.004939105298515001
139,7.589084810824119e-06
140,9.354749459973076e-05
141,5.104908470037798e-07
142,3.8421954219028e-05
143,0.00013321775201682865
144,0.0041801814876611795
145,2.2132579629005187e-06
146,0.0006991528436753396
147,7.283436374706293e-05
148,0.0038262484017190855
149,0.002824556902520727
150,0.03427126240171382
151,1.6516738324119282e-06
152,0.020973903625057026
153,7.877618836107494e-05
154,0.00012166715414487552
155,0.00021273131567610304
156,2.7082852378043706e-05
157,1.9570794544940618e-05
158,0.0017504634322209956
159,0.00011966928701648965
160,2.537247405969723e-05
161,0.0064055594757953405
162,7.621983121711097e-05
163,0.0004921523938198304
164,0.004963692737608963
165,9.638929190085463e-06
166,1.2823119185828164e-05
167,0.012332973966045511
168,0.002824556902520727
169,0.0021549973081243564
170,0.0005363514708306124
171,0.003090240276349148
172,0.000824626425755546
173,0.0003238361384683468
174,0.0009479375563019154
175,0.20490007894375023
176,0.004568829880817723
177,0.014083310604997054
178,1.030843362292814e-05
179,0.0001565147908348488
180,0.0016191862733206306
181,4.173294283337259e-05
182,0.0014164989194495967
183,2.231218571804827e-05
184,0.00013631660735502902
185,0.00012330760312639875
186,0.0007684057361149232
187,4.561390958504776e-06
188,3.6942162102167048e-06
189,0.0038337094412464108
190,0.0003261911409109313
191,8.573359472115804e-05
192,3.504537321508126e-05
193,0.006028676359695256
194,0.0008692805786387465
195,6.25193348941319e-05
196,2.353475488106434e-05
197,0.0011354361354276399
198,0.003438210679646876
199,0.013823866402382616
200,1.806354203464337e-05
201,0.00019227014764970797
202,0.020698951380872764
203,3.5767859848088125e-06
204,0.0002506773968492322
205,0.005657786738856883
206,1.3072956957256115e-08
207,0.0008841961521922142
208,0.0011707638901847282
209,2.769298450332473e-06
210,0.010126866253626852
211,0.0013094439418593657
212,0.011094247710642154
213,1.5652054663500714e-05
214,0.02084768399293153
215,0.0010863603904800968
216,0.004910456997298452
217,0.033619620862469106
218,0.0017351319950324397
